Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,14.950000,15.350000,14.400000,15.050000,12.678218,261718500
2017-02-01,15.120000,17.809999,14.840000,17.370001,14.632604,285656700
2017-03-01,17.650000,17.959999,17.030001,17.879999,15.062228,228651100
2017-04-01,17.930000,18.830000,17.280001,18.820000,15.976563,193839800
2017-05-01,18.850000,19.580000,18.209999,18.760000,15.925626,226983500
2017-06-01,18.740000,19.160000,17.139999,17.480000,14.839017,255540200
2017-07-01,17.590000,19.580000,17.100000,19.100000,16.336321,192673700
2017-08-01,19.139999,19.780001,18.360001,19.080000,16.319212,249711500
2017-09-01,19.080000,20.129999,19.070000,19.959999,17.071882,173673800
2017-10-01,19.940001,22.309999,19.940001,21.549999,18.559584,228744900
2017-11-01,21.600000,22.680000,20.590000,21.450001,18.473461,237703600
2017-12-01,21.379999,21.730000,20.660000,21.010000,18.094517,178802800
2018-01-01,21.180000,24.100000,21.000000,23.320000,20.215893,178235500
2018-02-01,23.219999,23.900000,19.309999,23.389999,20.276573,241128300
2018-03-01,23.469999,24.750000,21.430000,21.920000,19.002241,248348400
2018-04-01,21.840000,22.139999,20.600000,21.490000,18.738785,165494900
2018-05-01,21.450001,23.070000,20.959999,22.030001,19.209656,183037400
2018-06-01,22.139999,24.200001,22.110001,22.690001,19.785156,187983700
2018-07-01,22.540001,23.969999,22.379999,23.080000,20.242416,125390700
2018-08-01,23.139999,25.280001,22.889999,24.650000,21.619396,154607000
2018-09-01,24.530001,26.219999,24.350000,25.770000,22.601696,184465700
2018-10-01,25.799999,27.080000,22.700001,24.139999,21.292158,254454000
2018-11-01,24.240000,25.719999,22.270000,23.000000,20.286646,199805400
2018-12-01,23.400000,24.170000,19.219999,20.459999,18.046297,255171400
2019-01-01,20.030001,22.260000,19.700001,22.030001,19.569939,194562800
2019-02-01,22.160000,24.090000,19.340000,19.730000,17.526773,202212900
2019-03-01,19.920000,20.350000,18.459999,19.430000,17.260277,336440300
2019-04-01,19.730000,20.650000,19.290001,19.950001,17.872396,217247500
2019-05-01,19.950001,20.350000,18.059999,18.680000,16.734652,252066900
2019-06-01,18.750000,21.090000,18.610001,20.790001,18.624914,181112500
2019-07-01,21.120001,21.740000,20.469999,21.040001,19.001814,159138600
2019-08-01,21.030001,21.549999,17.100000,18.290001,16.518213,234729500
2019-09-01,18.070000,19.200001,17.969999,18.920000,17.087181,237193000
2019-10-01,19.049999,19.180000,15.930000,17.370001,15.820490,334690400
2019-11-01,17.440001,21.670000,17.290001,20.080000,18.288740,332107100
2019-12-01,19.980000,20.799999,19.420000,20.549999,18.716814,207949100
2020-01-01,20.680000,22.200001,20.450001,21.320000,19.586531,198732500
2020-02-01,21.400000,23.930000,20.170000,20.790001,19.099623,285928100
2020-03-01,20.900000,21.879999,12.540000,17.360001,15.948506,334132000
2020-04-01,16.250000,16.670000,14.210000,15.510000,14.382433,315594700
2020-05-01,15.110000,17.540001,13.390000,15.140000,14.039331,294617300
2020-06-01,15.050000,18.330000,14.950000,17.430000,16.162848,395150300
2020-07-01,17.410000,18.360001,16.020000,17.580000,16.461397,258192500
2020-08-01,17.590000,20.180000,17.379999,19.549999,18.306040,210274700
2020-09-01,19.530001,20.049999,17.830000,18.990000,17.781679,233456200
2020-10-01,19.100000,19.969999,17.250000,17.959999,16.972551,183285500
2020-11-01,18.180000,23.350000,18.020000,21.930000,20.724285,200335400
2020-12-01,22.219999,24.690001,22.080000,24.590000,23.238039,185956300
2021-01-01,24.700001,26.150000,23.850000,24.340000,23.191780,165930800
2021-02-01,24.480000,30.250000,24.100000,28.969999,27.603363,174002100
2021-03-01,29.370001,32.119999,27.850000,31.750000,30.252220,301095300
2021-04-01,32.080002,34.869999,31.610001,34.110001,32.711296,154887800
2021-05-01,34.330002,36.000000,29.070000,29.230000,28.031406,215189000
2021-06-01,29.719999,30.889999,28.020000,30.190001,28.952044,239505500
2021-07-01,30.260000,30.809999,26.910000,28.870001,27.863108,187186100
2021-08-01,29.049999,30.480000,27.510000,29.740000,28.702761,199111200
2021-09-01,29.690001,30.030001,26.770000,27.360001,26.405769,183998600
2021-10-01,27.530001,31.000000,26.110001,30.330000,29.463610,202915600
2021-11-01,30.420000,36.209999,30.360001,35.279999,34.272205,205770700
2021-12-01,35.990002,38.490002,34.830002,37.669998,36.593937,247198600
